----- sTable
sDate,a_nDay_jd,dSunSet_h,dSunRise_h,r_dMoonRise_h,dMoonSet_h,Moon_sDate,dLit_100,dRa,dDec,MidN_sDate,dLit_100,dRa,dDec,Vega_sDate,dLit_100,dRa,dDec
1486-12-31T12:00:00,2264184,16.227777777777778,32.04694444444444,10.221388888888889,22.293055555555558,1486-12-31T22:17:35,27.967559814453125,-0.48310635672520397,2.0969072202158476,1487-01-01T00:00:00,28.65667724609375,0.3645530653150395,2.5243188927693585,1486-12-31T23:02:52,28.262073516845703,-0.12192592475302899,2.286319450398783
1487-01-01T12:00:00,2264185,16.250833333333333,32.036944444444444,10.414722222222222,23.55027777777778,1487-01-01T23:33:01,38.172401428222656,11.583399355125605,8.361296003237007,1487-01-02T00:00:00,38.370025634765625,11.81559379865414,8.46477702933354,1487-01-01T22:58:56,37.93171691894531,11.301696445960776,8.23014110618782
1487-01-02T12:00:00,2264186,16.274444444444445,32.02611111111111,10.623888888888889,24.863888888888887,1487-01-03T00:51:50,49.290733337402344,24.44133085874031,14.367722676170274,1487-01-03T00:00:00,48.8951416015625,23.967375822375544,14.19670995772585,1487-01-02T22:55:00,48.43241882324219,23.416917787842934,13.979507619887585
1487-01-03T12:00:00,2264187,16.298333333333336,32.01444444444444,10.872222222222224,26.252222222222223,1487-01-04T02:15:08,60.85502624511719,38.46995934044276,19.75642807404875,1487-01-04T00:00:00,59.82627868652344,37.13646707969045,19.414447968119806,1487-01-03T22:51:04,59.36147689819336,36.54029087476331,19.231115713594953
1487-01-04T12:00:00,2264188,16.322777777777777,32.001666666666665,11.195277777777777,27.704722222222223,1487-01-05T03:42:17,72.24077606201172,53.94128781213919,24.056257376896806,1487-01-05T00:00:00,70.6412582397461,51.57240430067603,23.723894435210898,1487-01-04T22:45:10,70.18759155273438,50.908336202473016,23.589362893419676
1487-01-05T12:00:00,2264189,16.347777777777775,31.988333333333333,11.65,29.149444444444445,1487-01-06T05:08:58,82.64657592773438,70.81020755613979,26.7204543014373,1487-01-06T00:00:00,80.69967651367188,67.3282137151953,26.658286784087434,1487-01-05T22:43:12,80.30590057373047,66.63258798654043,26.599498990107936
1487-01-06T12:00:00,2264190,16.373055555555556,31.97416666666667,12.323888888888888,30.44,1487-01-07T06:26:24,91.16942596435547,88.51451703833337,27.285314728850654,1487-01-07T00:00:00,89.27855682373047,84.10945989724667,27.76594546337659,1487-01-06T22:39:16,88.95927429199219,83.38048726170692,27.79533731262449
1487-01-07T12:00:00,2264191,16.398888888888887,31.95916666666667,13.314444444444446,31.439166666666665,1487-01-08T07:26:21,97.02950286865234,106.11573976564114,25.598154949049896,1487-01-08T00:00:00,95.6612548828125,101.25208720469662,26.770186932883803,1487-01-07T22:35:20,95.44155883789062,100.51255471169615,26.89595066394889
1487-01-08T12:00:00,2264192,16.42527777777778,31.94361111111111,14.637777777777778,32.13388888888889,1487-01-09T08:08:02,99.78221893310547,122.8008958660146,21.8946045108788,1487-01-09T00:00:00,99.27117919921875,117.96019207987325,23.71064702748735,1487-01-08T22:31:24,99.1738052368164,117.22901773499682,23.930693239985853
1487-01-09T12:00:00,2264193,16.451666666666664,31.926944444444445,16.165277777777778,32.60722222222222,1487-01-10T08:36:26,99.34588623046875,138.20198511304875,16.66409228722056,1487-01-10T00:00:00,99.80612182617188,133.65860765705526,18.944747866475527,1487-01-09T22:27:29,99.84954833984375,132.94127813041047,19.248884357605117
1487-01-10T12:00:00,2264194,16.47861111111111,31.90972222222222,17.72861111111111,32.94583333333333,1487-01-11T08:56:45,95.94705963134766,152.34654254966267,10.472186204116957,1487-01-11T00:00:00,97.30997467041016,148.1602189250077,13.00958889026008,1487-01-10T22:23:33,97.50623321533203,147.448034759511,13.383628968080428
1487-01-11T12:00:00,2264195,16.50583333333333,31.891666666666666,19.231111111111108,33.20805555555555,1487-01-12T09:12:29,90.04901123046875,165.48451326334248,3.8407302110197037,1487-01-12T00:00:00,92.14405059814453,161.5898914026549,6.460471994568123,1487-01-11T22:19:37,92.49686431884766,160.8650502175945,6.888827213022203
1487-01-12T12:00:00,2264196,16.533333333333335,31.873055555555556,20.649166666666666,33.431666666666665,1487-01-13T09:25:54,82.24734497070312,177.94801473970043,-2.804824952702412,1487-01-13T00:00:00,84.87577819824219,174.2279783989103,-0.2269703945152609,1487-01-12T22:15:40,85.37996673583984,173.46804011784008,0.23942677302090726
1487-01-13T12:00:00,2264197,16.561111111111114,31.85361111111111,21.996944444444445,33.641666666666666,1487-01-14T09:38:30,73.16104888916016,-169.929271426527,-9.137443046043,1487-01-14T00:00:00,76.1430892944336,-173.6055712017024,-6.684378362593844,1487-01-13T22:11:45,76.78495788574219,-174.4247962206939,-6.197540416208805
1487-01-14T12:00:00,2264198,16.589166666666664,31.83361111111111,23.299722222222226,33.85916666666667,1487-01-15T09:51:33,63.353240966796875,-157.84722699834722,-14.906932185679754,1487-01-15T00:00:00,66.5479736328125,-161.61063120254494,-12.636825022869726,1487-01-14T22:07:49,67.3070068359375,-162.5139225126101,-12.14914597234967
1487-01-15T12:00:00,2264199,16.6175,31.81277777777778,24.57777777777778,34.105000000000004,1487-01-16T10:06:18,53.29623794555664,-145.55913270349282,-19.911468489343218,1487-01-16T00:00:00,56.60118865966797,-149.53498585772397,-17.874548142124734,1487-01-15T22:03:53,57.4514045715332,-150.5456236804427,-17.408617840058817
1487-01-16T12:00:00,2264200,16.64611111111111,31.79111111111111,25.840555555555557,34.405277777777776,1487-01-17T10:24:19,43.37018585205078,-132.89026496320682,-23.97532949384058,1487-01-17T00:00:00,46.71147537231445,-137.1940406473272,-22.22684726108621,1487-01-16T21:59:57,47.62253189086914,-138.3307492432051,-21.80857597853681
1487-01-17T12:00:00,2264201,16.675,31.769166666666667,27.075833333333335,34.79472222222222,1487-01-18T10:47:41,33.882286071777344,-119.76306065555684,-26.937648102890698,1487-01-18T00:00:00,37.20097351074219,-124.49244618780364,-25.546871761794264,1487-01-17T21:56:01,38.13872146606445,-125.76464281137272,-25.204831410005735
1487-01-18T12:00:00,2264202,16.703888888888887,31.746388888888887,28.244444444444444,35.31722222222222,1487-01-19T11:19:02,25.09288787841797,-106.21993511177932,-28.656309455897084,1487-01-19T00:00:00,28.330415725708008,-111.44439320883475,-27.71094016055335,1487-01-18T21:52:05,29.257356643676758,-112.84742034277836,-27.474005837163233
1487-01-19T12:00:00,2264203,16.733055555555556,31.723055555555554,29.285555555555554,36.01916666666666,1487-01-20T12:01:09,17.2414608001709,-92.42553413879438,-29.025061608384675,1487-01-20T00:00:00,20.323251724243164,-98.17761839629932,-28.631050547605227,1487-01-19T21:48:09,21.19873046875,-99.68991800715621,-28.52455952109632
1487-01-20T12:00:00,2264204,16.76222222222222,31.699166666666667,30.143333333333334,36.92194444444444,1487-01-21T12:55:19,10.5696439743042,-78.63475281364404,-27.999001419859813,1487-01-21T00:00:00,13.383561134338379,-84.90433851543385,-28.27314623559044,1487-01-20T21:44:13,14.16464614868164,-86.49044711004731,-28.314312240945085
1487-01-21T12:00:00,2264205,16.791666666666668,31.674722222222222,30.802500000000002,37.998888888888885,1487-01-22T13:59:56,5.329683303833008,-65.1193776543154,-25.619135728906326,1487-01-22T00:00:00,7.705674171447754,-71.85881547975603,-26.669599900469308,1487-01-21T21:40:17,8.348806381225586,-73.47789947123728,-26.864111796916088
1487-01-22T12:00:00,2264206,16.82138888888889,31.649444444444445,31.290555555555557,39.18666666666667,1487-01-23T15:11:12,1.77151358127594,-52.077634703551816,-22.017752490629363,1487-01-23T00:00:00,3.4754137992858887,-59.2264476773334,-23.91738211203415,1487-01-22T21:36:22,3.938976764678955,-60.842458616124745,-24.258513432225417
1487-01-23T12:00:00,2264207,16.850833333333334,31.62388888888889,-1,40.420833333333334,1487-01-24T16:25:15,0.11561335623264313,-39.575313422268714,-17.395472267983752,1487-01-24T00:00:00,0.8639774322509766,-47.09675610660781,-20.162774456406726,1487-01-23T21:32:26,1.1118566989898682,-48.68579617846721,-20.63304171262946
1487-01-24T12:00:00,2264208,16.880833333333335,31.59777777777778,-1,41.66166666666666,1487-01-25T17:39:42,0.5255142450332642,-27.542057699721422,-11.985572216737257,1487-01-25T00:00:00,0.0163565743714571,-35.453432455953774,-15.581177565947899,1487-01-24T21:28:30,0.021753644570708275,-37.00543766081549,-16.155145457503306
1487-01-25T12:00:00,2264209,16.910555555555554,31.570833333333333,7.934444444444445,17.661666666666665,1487-01-25T17:39:42,0.5255160331726074,-27.542044397358588,-11.985565487974043,1487-01-26T00:00:00,1.036961555480957,-24.19067747281777,-10.360824681537999,1487-01-25T21:24:34,0.7861261367797852,-25.70773245416502,-11.007966962137626
1487-01-26T12:00:00,2264210,16.940277777777776,31.54361111111111,8.16388888888889,18.895833333333332,1487-01-26T18:53:45,3.0880208015441895,-15.802925767372573,-6.029061454372322,1487-01-27T00:00:00,3.9753456115722656,-13.137198396417386,-4.694664361894215,1487-01-26T21:20:38,3.470252752304077,-14.630273108417098,-5.381495410216882
1487-01-27T12:00:00,2264211,16.970277777777778,31.516111111111112,8.365555555555556,20.129166666666666,1487-01-27T20:07:45,7.801456928253174,-4.111837394908485,0.23256654001899363,1487-01-28T00:00:00,8.814361572265625,-2.075708409871293,1.219325410175577,1487-01-27T21:16:42,8.07358169555664,-3.5618086920726806,0.5277852953367695
1487-01-28T12:00:00,2264212,17.00027777777778,31.48777777777778,8.558055555555557,21.379166666666666,1487-01-28T21:22:45,14.570479393005371,7.826532901507327,6.549893532845457,1487-01-29T00:00:00,15.461665153503418,9.244541336581488,7.17060417464452,1487-01-28T21:12:46,14.519314765930176,7.745201098329811,6.510285816170584
1487-01-29T12:00:00,2264213,17.030277777777776,31.45916666666667,8.758888888888889,22.66722222222222,1487-01-29T22:40:02,23.203203201293945,20.340648794470923,12.647173217977091,1487-01-30T00:00:00,23.74371910095215,21.097194405556596,12.922683290400816,1487-01-29T21:08:50,22.64647674560547,19.563724812045642,12.330286800479872
1487-01-30T12:00:00,2264214,17.060277777777777,31.43,8.988333333333333,24.011111111111113,1487-01-31T00:00:40,33.40494918823242,33.76523765361903,18.19831088261418,1487-01-31T00:00:00,33.39989471435547,33.75852766156046,18.196491547439788,1487-01-30T21:04:55,32.20304870605469,32.17352265591131,17.709354293372428
1487-01-31T12:00:00,2264215,17.090277777777775,31.400555555555556,9.274722222222223,25.410555555555554,1487-02-01T01:24:38,44.76065444946289,48.373114357823155,22.806899482381894,1487-02-01T00:00:00,44.07554244995117,47.46197493687942,22.656835845575632,1487-01-31T21:00:59,42.838157653808594,45.817089353158245,22.312123461078933
1487-02-01T12:00:00,2264216,17.12,31.370555555555555,9.662222222222223,26.822777777777777,1487-02-02T02:49:22,56.703514099121094,64.23663759967394,26.017224936551216,1487-02-02T00:00:00,55.313621520996094,62.310504528400436,25.917812553399337,1487-02-01T20:57:03,54.09489440917969,60.614861503991705,25.74963094495374
1487-02-02T12:00:00,2264217,17.15,31.34,10.219444444444445,28.141666666666666,1487-02-03T04:08:30,68.49642944335938,81.05699540163828,27.39826683106972,1487-02-03T00:00:00,66.5517349243164,78.1640466754094,27.58939440802687,1487-02-02T20:53:07,65.40821075439453,76.44905101260014,27.622884726241733
1487-02-03T12:00:00,2264218,17.18,31.309166666666666,11.036944444444444,29.231666666666666,1487-02-04T05:13:54,79.29911041259766,98.15389285749079,26.702060427050082,1487-02-04T00:00:00,77.13526916503906,94.58270549128265,27.376339416815394,1487-02-03T20:49:11,76.11978149414062,92.8950508139066,27.62056214110622
1487-02-04T12:00:00,2264219,17.209722222222222,31.278055555555554,12.174722222222222,30.030555555555555,1487-02-05T06:01:50,88.33523559570312,114.77146063578991,23.97918664022952,1487-02-05T00:00:00,86.36092376708984,110.93543923179739,25.19287517788099,1487-02-04T20:45:15,85.52271270751953,109.31628900718825,25.63760306787668
1487-02-05T12:00:00,2264220,17.239722222222223,31.246388888888887,13.580833333333333,30.58416666666667,1487-02-06T06:35:03,95.009765625,130.4261174119524,19.542208462002538,1487-02-06T00:00:00,93.5575942993164,126.65268039582482,21.21483073337031,1487-02-05T20:41:19,92.9425277709961,125.11709191802291,21.834750074432698
1487-02-06T12:00:00,2264221,17.269444444444442,31.214444444444446,15.109722222222222,30.975,1487-02-07T06:58:30,98.93470001220703,144.988360957263,13.847299834981085,1487-02-07T00:00:00,98.19344329833984,141.43170898982297,15.828723651724523,1487-02-06T20:37:23,97.84315490722656,139.9644328834763,16.59141861309036
1487-02-07T12:00:00,2264222,17.299166666666668,31.182222222222222,16.636666666666667,31.26972222222222,1487-02-08T07:16:11,99.955810546875,158.5853567922076,7.388523649419377,1487-02-08T00:00:00,99.97513580322266,155.26235424910777,9.522251975439774,1487-02-07T20:33:27,99.92375183105469,153.8268980481207,10.393921470205958
1487-02-08T12:00:00,2264223,17.328611111111112,31.149444444444445,18.10527777777778,31.511666666666667,1487-02-09T07:30:42,98.17010498046875,171.47585090733946,0.6296171784580068,1487-02-09T00:00:00,98.89707946777344,168.32916448714934,2.785240062542077,1487-02-08T20:29:32,99.16650390625,166.87894707357106,3.732063559670453
1487-02-09T12:00:00,2264224,17.358333333333334,31.116666666666667,19.509166666666665,31.73027777777778,1487-02-10T07:43:49,93.89298248291016,-176.04000756242738,-6.029333369940051,1487-02-10T00:00:00,95.21821594238281,-179.09914150771792,-3.9480287275091333,1487-02-09T20:25:36,95.81414031982422,179.38611328656611,-2.9609443187332722
1487-02-10T12:00:00,2264225,17.387777777777778,31.083333333333332,20.864722222222223,31.948055555555555,1487-02-11T07:56:53,87.58023071289062,-163.67357828774308,-12.258235991180209,1487-02-11T00:00:00,89.37973022460938,-166.74398002245658,-10.318920185808349,1487-02-10T20:21:40,90.29022979736328,-168.37227601206155,-9.329325756934113
1487-02-11T12:00:00,2264226,17.41722222222222,31.049722222222222,22.190555555555555,32.18555555555555,1487-02-12T08:11:08,79.73881530761719,-151.17785835488013,-17.788340961210537,1487-02-12T00:00:00,81.90232849121094,-154.35917643598367,-16.041285652487932,1487-02-11T20:17:44,83.0994873046875,-156.14620175840278,-15.09097810751127
1487-02-12T12:00:00,2264227,17.446666666666665,31.015833333333333,23.497500000000002,32.466944444444444,1487-02-13T08:28:01,70.85581970214844,-138.37064033804813,-22.39890104910841,1487-02-13T00:00:00,73.30042266845703,-141.7589300263503,-20.88851811664933,1487-02-12T20:13:48,74.7438735961914,-143.7415628615465,-20.023444564170596
1487-02-13T12:00:00,2264228,17.47611111111111,30.981666666666666,24.77888888888889,32.82333333333333,1487-02-14T08:49:24,61.359458923339844,-125.15982424198879,-25.9065596171926,1487-02-14T00:00:00,64.03141784667969,-128.84270540234175,-24.68145544904641,1487-02-13T20:09:53,65.67169189453125,-131.04214430545667,-23.95053517731134
1487-02-14T12:00:00,2264229,17.505277777777778,30.9475,26.0025,33.295833333333334,1487-02-15T09:17:45,51.60970687866211,-111.5649519785857,-28.163515825147662,1487-02-15T00:00:00,54.47926330566406,-115.61604201160428,-27.284091583574984,1487-02-14T20:05:57,56.260501861572266,-118.03023472691804,-26.735612232833237
1487-02-15T12:00:00,2264230,17.534444444444446,30.912777777777777,27.11277777777778,33.93055555555556,1487-02-16T09:55:50,41.911354064941406,-97.72178364753447,-29.065029902111398,1487-02-16T00:00:00,44.96146011352539,-102.1947260384363,-28.608744120642157,1487-02-15T20:02:01,46.82237243652344,-104.79365827933027,-28.284786951965742
1487-02-16T12:00:00,2264231,17.56361111111111,30.87777777777778,28.04888888888889,34.76027777777778,1487-02-17T10:45:37,32.54066467285156,-83.85446632561428,-28.563687375782624,1487-02-17T00:00:00,35.747802734375,-88.7774777063453,-28.625839523128374,1487-02-16T19:58:05,37.6218147277832,-91.50711223608059,-28.55575960218672
1487-02-17T12:00:00,2264232,17.592499999999998,30.842777777777776,28.781388888888888,35.77722222222222,1487-02-18T11:46:38,23.776351928710938,-70.21434586373928,-26.68459194442614,1487-02-18T00:00:00,27.08197021484375,-75.58700526528143,-27.369315503969613,1487-02-17T19:54:09,28.89697265625,-78.38224913826285,-27.564876815445775
