----- sTable
sDate,a_nDay_jd,dSunSet_h,dSunRise_h,r_dMoonRise_h,dMoonSet_h,Moon_sDate,dLit_100,dRa,dDec,MidN_sDate,dLit_100,dRa,dDec,Vega_sDate,dLit_100,dRa,dDec
1432-12-31T12:00:00,2244461,16.231666666666666,32.04833333333333,11.196111111111112,27.14611111111111,1433-01-01T03:08:46,69.14009094238281,46.50526936544923,21.986009676417506,1433-01-01T00:00:00,67.73490142822266,44.51113381889072,21.68551518008855,1432-12-31T23:00:42,67.35150146484375,43.9724692879902,21.57806867843746
1433-01-01T12:00:00,2244462,16.254722222222224,32.03805555555556,11.680555555555555,28.5375,1433-01-02T04:32:15,79.94800567626953,63.00071722725294,24.7457325716767,1433-01-02T00:00:00,78.17034149169922,60.01439173375224,24.64241304651452,1433-01-01T22:56:46,77.82589721679688,59.442241234221996,24.590964953570236
1433-01-02T12:00:00,2244463,16.278055555555554,32.02722222222222,12.344444444444445,29.802500000000002,1433-01-03T05:48:09,88.95918273925781,80.09941071413353,25.608078080126607,1433-01-03T00:00:00,87.15985107421875,76.27617855606228,25.931442381512404,1433-01-02T22:52:50,86.87566375732422,75.68239691914863,25.947037359166785
1433-01-03T12:00:00,2244464,16.302222222222223,32.015277777777776,13.253055555555555,30.836388888888887,1433-01-04T06:50:11,95.49331665039062,97.06138515643697,24.466302139657117,1433-01-04T00:00:00,94.07268524169922,92.75584766519279,25.35244306900782,1433-01-03T22:48:54,93.86697387695312,92.15636038970672,25.43986531053422
1433-01-04T12:00:00,2244465,16.326666666666668,32.00277777777778,14.42,31.60972222222222,1433-01-05T07:36:35,99.1647720336914,113.21660596041193,21.519773863822536,1433-01-05T00:00:00,98.43037414550781,108.82073808041058,22.956549519159132,1433-01-04T22:43:00,98.31500244140625,108.2126393145607,23.117384383773906
1433-01-05T12:00:00,2244466,16.351666666666667,31.989166666666666,15.768055555555556,32.169444444444444,1433-01-06T08:10:10,99.90238952636719,128.222953301349,17.17255817679304,1433-01-06T00:00:00,99.99053192138672,123.99826824297087,19.03618522473262,1433-01-05T22:41:02,99.98299407958984,123.41622168495846,19.25595846305409
1433-01-06T12:00:00,2244467,16.376944444444444,31.975,17.17777777777778,32.58361111111111,1433-01-07T08:35:01,97.88764190673828,142.06412938343615,11.891874406297216,1433-01-07T00:00:00,98.78071594238281,138.10624878641275,14.022085012864364,1433-01-06T22:37:06,98.88630676269531,137.52859359789372,14.295352991907095
1433-01-07T12:00:00,2244468,16.402777777777775,31.96,18.561944444444446,32.90777777777778,1433-01-08T08:54:28,93.48075866699219,154.9252437583226,6.111252585513618,1433-01-08T00:00:00,95.06755065917969,151.21461772525382,8.364324829023385,1433-01-07T22:33:10,95.29106903076172,150.62855666469096,8.681570112914377
1433-01-08T12:00:00,2244469,16.429166666666667,31.94388888888889,19.884722222222223,33.18055555555556,1433-01-09T09:10:50,87.14248657226562,167.07778130374422,0.18874952837759174,1433-01-09T00:00:00,89.27700805664062,163.53665773845285,2.456647439834632,1433-01-08T22:29:15,89.61946105957031,162.92564876029954,2.808300485807262
1433-01-09T12:00:00,2244470,16.455555555555556,31.927500000000002,21.146666666666665,33.42861111111111,1433-01-10T09:25:43,79.35945129394531,178.8104981433243,-5.5964340145990334,1433-01-10T00:00:00,81.90117645263672,175.33768812678542,-3.388367953990233,1433-01-09T22:25:18,82.35967254638672,174.68291980024063,-3.0123478668808383
