----- sTable
Date,nDay,Sunset,Sunrise,Moonrise,Moonset,MOON_when,illumination,ra,dec,TIME_when,illumination,ra,dec,VEGA_when,illumination,ra,dec
1060-12-31T12:00:00,2108588,16.18277777777778,32.090555555555554,10.35,23.533333333333335,1060-12-31T23:32:00,38.135780334472656,13.018228114277472,10.741088886258282,1061-01-01T00:00:00,38.356285095214844,13.28297739839003,10.844372004613215,1060-12-31T23:02:19,37.90952682495117,12.747430993141563,10.631066502950556
1061-01-01T12:00:00,2108589,16.204444444444444,32.08277777777778,10.643611111111111,24.898611111111112,1061-01-02T00:53:55,50.031185150146484,27.135093870839313,16.387301977696627,1061-01-02T00:00:00,49.59744644165039,26.601198483191943,16.229181114419127,1061-01-01T22:58:23,49.133201599121094,26.033136843072516,16.04479171679838
1061-01-02T12:00:00,2108590,16.226388888888888,32.07416666666667,10.981944444444444,26.295,1061-01-03T02:17:42,62.08125305175781,42.23135499529137,21.03672289228648,1061-01-03T00:00:00,61.010009765625,40.79875479712673,20.76892501053047,1061-01-02T22:54:27,60.555850982666016,40.19650409492107,20.630111717237224
1061-01-03T12:00:00,2108591,16.249166666666667,32.06444444444445,11.4025,27.693055555555556,1061-01-04T03:41:35,73.52999114990234,58.31662256214051,24.252925923981813,1061-01-04T00:00:00,71.96228790283203,55.9250664823628,24.08416758055137,1061-01-03T22:50:32,71.54444885253906,55.2930678859519,24.00599227615909
1061-01-04T12:00:00,2108592,16.272222222222222,32.05388888888889,11.956388888888888,29.018333333333334,1061-01-05T05:01:06,83.59434509277344,75.06002861956445,25.673391631102568,1061-01-05T00:00:00,81.80400085449219,71.78783592188894,25.831616682098673,1061-01-04T22:46:36,81.44513702392578,71.13786684928084,25.82507145836424
1061-01-05T12:00:00,2108593,16.295833333333334,32.04277777777778,12.704166666666666,30.170277777777777,1061-01-06T06:10:13,91.57576751708984,91.82427114203536,25.1445090451069,1061-01-06T00:00:00,89.92498016357422,87.93727551533318,25.798687632328303,1061-01-05T22:40:42,89.63644409179688,87.26960541203458,25.869673017015067
1061-01-06T12:00:00,2108594,16.32,32.03055555555556,13.688333333333334,31.08,1061-01-07T07:04:48,96.9971923828125,107.93564447796886,22.795051621499464,1061-01-07T00:00:00,95.827392578125,103.79834629844726,23.98672902765136,1061-01-06T22:38:44,95.6374740600586,103.15951197939377,24.130132239135275
1061-01-07T12:00:00,2108595,16.34472222222222,32.0175,14.886388888888888,31.755555555555556,1061-01-08T07:45:20,99.66596221923828,122.9810975689438,18.97076852397291,1061-01-08T00:00:00,99.1934814453125,118.8925763206585,20.61953162306359,1061-01-07T22:34:48,99.10601043701172,118.2716526324083,20.829221316901243
1061-01-08T12:00:00,2108596,16.369722222222222,32.00361111111111,16.20722222222222,32.25222222222222,1061-01-09T08:15:08,99.63422393798828,136.87393358120497,14.102237144788111,1061-01-09T00:00:00,99.92532348632812,132.98709395914324,16.067857152803395,1061-01-08T22:30:52,99.94865417480469,132.37930381178546,16.334317914841915
1061-01-09T12:00:00,2108597,16.39527777777778,31.988888888888887,17.552222222222223,32.63027777777778,1061-01-10T08:37:49,97.13245391845703,149.752943185279,8.604546948679372,1061-01-10T00:00:00,98.1404037475586,146.09435750649024,10.7456072586647,1061-01-09T22:26:56,98.2807846069336,145.4872414210369,11.059383301460848
