----- sTable
Date,nDay,Sunset,Sunrise,Moonrise,Moonset,MOON_when,illumination,ra,dec,TIME_when,illumination,ra,dec,VEGA_when,illumination,ra,dec
1132-12-31T12:00:00,2134886,16.191388888888888,32.08277777777778,25.778333333333332,35.30027777777778,1133-01-01T11:18:01,37.67152786254883,-139.6183245776516,-21.425724915363258,1133-01-01T00:00:00,41.305809020996094,-144.17435619938828,-19.214650856309902,1132-12-31T23:02:36,41.7326545715332,-144.69695071743698,-18.998447807073088
1133-01-01T12:00:00,2134887,16.213055555555556,32.074444444444445,27.01888888888889,35.584722222222226,1133-01-02T11:35:05,28.524690628051758,-126.96477709854969,-25.183979513585626,1133-01-02T00:00:00,32.005123138427734,-131.9321968938108,-23.307141048131864,1133-01-01T22:58:40,32.45029830932617,-132.53954916781595,-23.11182345063682
1133-01-02T12:00:00,2134888,16.235555555555557,32.065555555555555,28.244166666666665,35.95666666666666,1133-01-03T11:57:24,20.288204193115234,-113.79485863787559,-27.821343162238822,1133-01-03T00:00:00,23.53713607788086,-119.26184873601986,-26.366300639538697,1133-01-02T22:54:44,23.980131149291992,-119.95983053503203,-26.209799838753263
1133-01-03T12:00:00,2134889,16.258333333333333,32.055277777777775,29.41638888888889,36.461666666666666,1133-01-04T12:27:42,13.181142807006836,-100.19193922188013,-29.189367770003944,1133-01-04T00:00:00,16.10931396484375,-106.20476573846318,-28.260883378137375,1133-01-03T22:50:48,16.526681900024414,-106.99040912738765,-28.162053982995793
1133-01-04T12:00:00,2134890,16.281944444444445,32.044444444444444,30.47083333333333,37.14805555555556,1133-01-05T13:08:53,7.412621974945068,-86.36602802621579,-29.18300008570915,1133-01-05T00:00:00,9.906174659729004,-92.922527190865,-28.8977007380528,1133-01-04T22:46:52,10.272313117980957,-93.78224824810542,-28.87350813175306
1133-01-05T12:00:00,2134891,16.305833333333332,32.03277777777778,31.344722222222224,38.043055555555554,1133-01-06T14:02:35,3.189857006072998,-72.60452558688822,-27.769941174865096,1133-01-06T00:00:00,5.096040725708008,-79.65907784351188,-28.245287158841688,1133-01-05T22:40:58,5.391998767852783,-80.59398906431507,-28.309490574074058
1133-01-06T12:00:00,2134892,16.330277777777777,32.02027777777778,32.01555555555556,39.12166666666667,1133-01-07T15:07:18,0.7128927111625671,-59.18828056286341,-25.01318501434654,1133-01-07T00:00:00,1.830226182937622,-66.66742349239118,-26.347173425603856,1133-01-06T22:39:00,2.0154924392700195,-67.60571646439102,-26.50038066529279
1133-01-07T12:00:00,2134893,16.35527777777778,32.00694444444444,-1,40.316944444444445,1133-01-08T16:19:01,0.1507643461227417,-46.29980863172071,-21.070194819552675,1133-01-08T00:00:00,0.2366185188293457,-54.133336700872725,-23.31629296359567,1133-01-07T22:35:04,0.2965039610862732,-55.07686148411633,-23.556914558917754
1133-01-08T12:00:00,2134894,16.380833333333335,31.9925,-1,41.56,1133-01-09T17:33:36,1.6129130125045776,-33.973331417646676,-16.16176293792245,1133-01-09T00:00:00,0.41020166873931885,-42.131525042575554,-19.314114483865907,1133-01-08T22:31:08,0.32811853289604187,-43.06647144232783,-19.631878276319537
1133-01-09T12:00:00,2134895,16.406388888888888,31.9775,8.8725,17.560000000000002,1133-01-09T17:33:36,1.6129150390625,-33.97332347051284,-16.16175156330836,1133-01-10T00:00:00,2.403107166290283,-30.623192006888978,-14.526125220401227,1133-01-09T22:27:12,2.170248031616211,-31.54442290039498,-14.905901168815173
1133-01-10T12:00:00,2134896,16.43277777777778,31.961666666666666,9.150555555555556,18.808333333333334,1133-01-10T18:48:30,5.130928993225098,-22.102992318625986,-10.531305051517622,1133-01-11T00:00:00,6.216238021850586,-19.478400767651063,-9.143869122506981,1133-01-10T22:23:17,5.833087921142578,-20.38817199759227,-9.567436567080142
1133-01-11T12:00:00,2134897,16.459166666666665,31.94527777777778,9.375833333333334,20.048611111111114,1133-01-11T20:02:55,10.653340339660645,-10.48042793472181,-4.419733906501478,1133-01-12T00:00:00,11.793277740478516,-8.502253121234553,-3.35772158821465,1133-01-11T22:19:21,11.270069122314453,-9.408586466794125,-3.8051340233818682
1133-01-12T12:00:00,2134898,16.48611111111111,31.927777777777777,9.5725,21.2875,1133-01-12T21:17:15,18.04729461669922,1.1714572492191855,1.9373910124986673,1133-01-13T00:00:00,19.01628875732422,2.546430760139124,2.6397916813865727,1133-01-12T22:15:25,18.372600555419922,1.631646719328413,2.1897010852761936
1133-01-13T12:00:00,2134899,16.513333333333332,31.90972222222222,9.759722222222223,22.545833333333334,1133-01-13T22:32:45,27.101102828979492,13.180425117947435,8.295978262815433,1133-01-14T00:00:00,27.700740814208984,13.94448133435328,8.641625632868312,1133-01-13T22:11:29,26.964134216308594,13.006800775720663,8.211194834185862
1133-01-14T12:00:00,2134900,16.540833333333335,31.891111111111112,9.955277777777777,23.848333333333333,1133-01-14T23:50:54,37.51853561401367,25.909446926502444,14.375533744280899,1133-01-15T00:00:00,37.58702087402344,25.993845148590573,14.406489972181713,1133-01-14T22:07:33,36.791160583496094,25.017981061274277,14.019463623668505
1133-01-15T12:00:00,2134901,16.56861111111111,31.871388888888887,10.180277777777777,25.216944444444444,1133-01-16T01:13:01,48.90217208862305,39.72439222829747,19.826107581961892,1133-01-16T00:00:00,48.32780456542969,38.9972636751679,19.635388571481545,1133-01-15T22:03:37,47.51008987426758,37.969627287927494,19.317410192603752
