----- sTable
sDate,a_nDay_jd,dSunSet_h,dSunRise_h,r_dMoonRise_h,dMoonSet_h,Moon_sDate,dLit_100,dRa,dDec,MidN_sDate,dLit_100,dRa,dDec,Vega_sDate,dLit_100,dRa,dDec
1427-12-31T12:00:00,2242634,16.21388888888889,32.05611111111111,13.480833333333333,31.496666666666666,1428-01-01T07:29:48,97.02885437011719,98.54909751412467,26.890534387098803,1428-01-01T00:00:00,95.93488311767578,94.36089936729138,27.314290736230262,1427-12-31T23:03:38,95.82586669921875,93.95452806067046,27.313006941462998
1428-01-01T12:00:00,2242635,16.236666666666668,32.04666666666667,14.279166666666667,32.39555555555555,1428-01-02T08:23:44,99.49666595458984,113.55784465603587,25.77287358738322,1428-01-02T00:00:00,98.94355773925781,108.95086522667785,26.752099706252185,1428-01-01T22:59:42,98.8848876953125,108.51354566469413,26.797838908704612
1428-01-02T12:00:00,2242636,16.259722222222223,32.03638888888889,15.338055555555556,33.07055555555556,1428-01-03T09:04:14,99.64434814453125,128.25733410063552,23.094499934989898,1428-01-03T00:00:00,99.8276138305664,123.52091809416342,24.644064594710933,1428-01-02T22:55:46,99.83380126953125,123.0564222038983,24.743383298222817
1428-01-03T12:00:00,2242637,16.283333333333335,32.02527777777778,16.610833333333336,33.55861111111111,1428-01-04T09:33:31,97.37992858886719,142.3739112709928,19.037094914195848,1428-01-04T00:00:00,98.3956527709961,137.7200646439904,21.088702988376806,1428-01-03T22:51:50,98.48374938964844,137.22981628945323,21.245981546992056
1428-01-04T12:00:00,2242638,16.3075,32.013333333333335,17.99888888888889,33.9175,1428-01-05T09:55:03,92.73843383789062,155.84102809954493,13.870213274897257,1428-01-05T00:00:00,94.5881576538086,151.35755904813604,16.310780588962356,1428-01-04T22:47:54,94.7764892578125,150.83809231345964,16.528015562918572
1428-01-05T12:00:00,2242639,16.331944444444446,32.00055555555556,19.41638888888889,34.19638888888889,1428-01-06T10:11:47,85.89156341552734,168.76334250975196,7.905200570889816,1428-01-06T00:00:00,88.5053482055664,164.43131733440964,10.611826086984781,1428-01-05T22:42:00,88.819091796875,163.85839758090182,10.895302160272962
1428-01-06T12:00:00,2242640,16.357222222222223,31.986666666666665,20.82111111111111,34.43083333333333,1428-01-07T10:25:51,77.14987182617188,-178.63912568040328,1.4648603424306874,1428-01-07T00:00:00,80.41102600097656,177.09022642802339,4.323233317288963,1428-01-06T22:40:02,80.8456802368164,176.4795885556731,4.654716176563372
1428-01-07T12:00:00,2242641,16.3825,31.9725,22.209444444444443,34.647222222222226,1428-01-08T10:38:50,66.9473876953125,-166.07999026293345,-5.127754427565412,1428-01-08T00:00:00,70.71237182617188,-170.42295251288087,-2.2209413619765344,1428-01-07T22:36:07,71.27869415283203,-171.10617548020866,-1.843496134123562
1428-01-08T12:00:00,2242642,16.40861111111111,31.95722222222222,23.598055555555554,34.86861111111111,1428-01-09T10:52:07,55.81290054321289,-153.2436253350168,-11.545198333041405,1428-01-09T00:00:00,59.92338562011719,-157.8206245267092,-8.690499721814827,1428-01-08T22:32:11,60.610931396484375,-158.60065064104015,-8.282682392075666
1428-01-09T12:00:00,2242643,16.434722222222224,31.941111111111113,25.010277777777777,35.11972222222222,1428-01-10T11:07:11,44.336204528808594,-139.82187636219572,-17.443107339579726,1428-01-10T00:00:00,48.622955322265625,-144.81138509675162,-14.752411386461453,1428-01-09T22:28:15,49.405635833740234,-145.7147523258147,-14.338305190235742
1428-01-10T12:00:00,2242644,16.461666666666666,31.924444444444447,26.46,35.433055555555555,1428-01-11T11:25:59,33.13371658325195,-125.5685778443075,-22.451138239599217,1428-01-11T00:00:00,37.4149169921875,-131.14808618300015,-20.062145608544355,1428-01-10T22:24:19,38.250728607177734,-132.1988066326907,-19.67535087840473
1428-01-11T12:00:00,2242645,16.488611111111112,31.906944444444445,27.931666666666665,35.8575,1428-01-12T11:51:27,22.813541412353516,-110.38445142198812,-26.183659674182117,1428-01-12T00:00:00,26.89199447631836,-116.69783131257287,-24.267705926516562,1428-01-11T22:20:23,27.725414276123047,-117.90813479562222,-23.9499650743785
1428-01-12T12:00:00,2242646,16.515833333333333,31.88861111111111,29.356666666666666,36.462777777777774,1428-01-13T12:27:46,13.941311836242676,-94.41460550114289,-28.28601743564237,1428-01-13T00:00:00,17.601308822631836,-101.52727456490574,-27.04228810329988,1428-01-12T22:16:27,18.368629455566406,-102.88556679011309,-26.83766885734014
1428-01-13T12:00:00,2242647,16.54361111111111,31.869722222222222,30.611666666666665,37.323055555555555,1428-01-14T13:19:23,7.008569717407227,-78.08718063295883,-28.51762238938329,1428-01-14T00:00:00,10.009294509887695,-85.95154937276047,-28.15030177650554,1428-01-13T22:12:31,10.646764755249023,-87.41607928468619,-28.094556766433257
