----- sTable
sDate,a_nDay_jd,dSunSet_h,dSunRise_h,r_dMoonRise_h,dMoonSet_h,Moon_sDate,dLit_100,dRa,dDec,MidN_sDate,dLit_100,dRa,dDec,Vega_sDate,dLit_100,dRa,dDec
1428-12-31T12:00:00,2243000,16.230555555555554,32.04888888888889,27.899722222222223,36.08027777777778,1429-01-01T12:04:49,20.870668411254883,-118.9307049567025,-25.666088597672218,1429-01-01T00:00:00,25.079191207885742,-125.46196510957526,-23.37526204220334,1428-12-31T23:00:41,25.570497512817383,-126.1786592870552,-23.157596570014793
1429-01-01T12:00:00,2243001,16.253611111111113,32.03861111111111,29.430555555555557,36.63944444444444,1429-01-02T12:38:22,11.98631763458252,-102.37456302413416,-28.496184601276425,1429-01-02T00:00:00,15.740781784057617,-109.97394929692182,-26.8684533868838,1429-01-01T22:56:45,16.205707550048828,-110.8273006745222,-26.709145709667816
1429-01-02T12:00:00,2243002,16.276944444444442,32.02777777777778,30.84638888888889,37.48722222222222,1429-01-03T13:29:14,5.230402946472168,-84.87406223340899,-29.277203966262977,1429-01-03T00:00:00,8.184272766113281,-93.54254195883304,-28.624009928805517,1429-01-02T22:52:49,8.569113731384277,-94.51431936434372,-28.560628792867597
1429-01-03T12:00:00,2243003,16.301111111111112,32.016111111111115,31.97361111111111,38.685,1429-01-04T14:41:06,1.2106741666793823,-67.22426952066236,-27.767868448313877,1429-01-04T00:00:00,2.9582223892211914,-76.76542465715812,-28.377266954107476,1429-01-03T22:48:53,3.210423231124878,-77.80870559664893,-28.436388361362912
1429-01-04T12:00:00,2243004,16.325833333333332,32.00361111111111,-1,40.141666666666666,1429-01-05T16:08:30,0.3131115138530731,-50.3288929739437,-24.118089525829546,1429-01-05T00:00:00,0.42839279770851135,-60.395596310042365,-26.144058831267586,1429-01-04T22:42:59,0.5104770660400391,-61.478979357303224,-26.335495746164764
1429-01-05T12:00:00,2243005,16.350833333333334,31.990000000000002,-1,41.675,1429-01-06T17:40:30,2.556283473968506,-34.756316680998964,-18.844802599783865,1429-01-06T00:00:00,0.7104600071907043,-45.015625878541286,-22.22241255723553,1429-01-05T22:41:01,0.6000831127166748,-46.03734755448635,-22.517918154405038
1429-01-06T12:00:00,2243006,16.37611111111111,31.975833333333334,9.266666666666667,17.675,1429-01-06T17:40:30,2.5562729835510254,-34.756358593146196,-18.844794160235733,1429-01-07T00:00:00,3.659144401550293,-30.854015318823993,-17.07277797338147,1429-01-06T22:37:06,3.3657994270324707,-31.8186056591656,-17.445939940392115
1429-01-07T12:00:00,2243007,16.40222222222222,31.960833333333333,9.615277777777777,19.157777777777778,1429-01-07T19:09:28,7.582790374755859,-20.574153419148583,-12.594265365885393,1429-01-08T00:00:00,8.918140411376953,-17.82978628965463,-11.176143246252627,1429-01-07T22:33:10,8.469903945922852,-18.734778052904495,-11.592201773814184
1429-01-08T12:00:00,2243008,16.428333333333335,31.945,9.870833333333334,20.55,1429-01-08T20:33:00,14.8038330078125,-7.521170834154762,-5.931479132283942,1429-01-09T00:00:00,16.00712776184082,-5.692192498287554,-4.947829384690844,1429-01-08T22:29:14,15.444512367248535,-6.546620914758993,-5.375516413401655
1429-01-09T12:00:00,2243009,16.455,31.92861111111111,10.07638888888889,21.860555555555557,1429-01-09T21:51:38,23.568580627441406,4.780438175287196,0.7237584050187674,1429-01-10T00:00:00,24.410736083984375,5.866631841347836,1.2864950314201389,1429-01-09T22:25:18,23.777631759643555,5.04907911594088,0.8723395003036847
1429-01-10T12:00:00,2243010,16.481944444444444,31.91111111111111,10.258611111111112,23.116111111111113,1429-01-10T23:06:58,33.2769775390625,16.712597208264132,7.0738575642737676,1429-01-11T00:00:00,33.64334487915039,17.152964752865202,7.278307263859772,1429-01-10T22:21:22,32.97996139526367,16.357566546477177,6.896651085228024
1429-01-11T12:00:00,2243011,16.509166666666665,31.893055555555556,10.4375,24.344722222222224,1429-01-12T00:20:41,43.425071716308594,28.6199644979555,12.89693219731813,1429-01-12T00:00:00,43.28134536743164,28.447620570040247,12.83039999426692,1429-01-11T22:17:26,42.620689392089844,27.66072765756276,12.495401554322287
1429-01-12T12:00:00,2243012,16.536944444444448,31.874166666666667,10.630833333333333,25.568055555555556,1429-01-13T01:34:05,53.603511810302734,40.79365537788569,18.00488719934088,1429-01-13T00:00:00,52.96748352050781,39.99343255559811,17.770368218293427,1429-01-12T22:13:30,52.334285736083984,39.20339268493194,17.49284471625745
1429-01-13T12:00:00,2243013,16.564722222222223,31.85472222222222,10.858055555555556,26.794166666666666,1429-01-14T02:47:39,63.47077560424805,53.449370998298704,22.21451818385485,1429-01-14T00:00:00,62.3988151550293,51.97990042636526,21.930684032566628,1429-01-13T22:09:35,61.81045913696289,51.178115695344246,21.719461296349902
1429-01-14T12:00:00,2243014,16.592777777777776,31.834722222222222,11.14611111111111,28.009722222222223,1429-01-15T04:00:35,72.719482421875,66.68951783446728,25.33761977029702,1429-01-15T00:00:00,71.30738830566406,64.51724337232135,25.139434009977602,1429-01-14T22:05:39,70.77556610107422,63.699072989009615,25.002094833485895
1429-01-15T12:00:00,2243015,16.621111111111112,31.81361111111111,11.5325,29.169722222222223,1429-01-16T05:10:11,81.048583984375,80.45599267401613,27.195283038447364,1429-01-16T00:00:00,79.44147491455078,77.60431867201284,27.226159718969036,1429-01-15T22:01:43,78.9745864868164,76.77002519095326,27.16928932540545
